Company,Product_Type,Eco friendly,Country,Production_Year,Greenhouse_Gas_Emissions,Pollutants_Emitted,Water_Consumption,Energy_Consumption,Waste_Generation,Sales_Revenue
Urban Outfitters,Nylon,Least,Brazil,2021,3737,20,6118,1012,492,518000
Forever 21,Microfiber,Moderate,Spain,2018,3593,16,4966,1127,404,480045
Forever 21,Tencel,Most,Denmark,2019,2075,11,4064,810,314,476509
Nike,Polyester,Least,India,2020,4047,16,18,1099,489,523110
Forever 21,Nylon,Least,India,2022,4839,21,6126,1220,536,504306
Forever 21,Organic_Cotton,Most,Denmark,2019,1941,11,3920,700,262,447101
Forever 21,Recycled_Poly,Moderate,United States,2020,3493,15,4778,1225,427,505459
Urban Outfitters,Linen,Most,Sweden,2020,2313,11,4159,968,264,438908
Urban Outfitters,Microfiber,Moderate,Spain,2022,3084,13,5125,1172,387,527932
Adidas,Tencel,Most,Norway,2020,1862,9,4008,806,175,424681
Urban Outfitters,Microfiber,Moderate,France,2022,3120,14,4803,1128,314,481802
Zara,Recycled_Poly,Moderate,France,2020,3299,15,5370,1067,350,520693
Adidas,Polyester,Least,Brazil,2022,3513,17,16,938,490,513644
Urban Outfitters,Recycled_Poly,Moderate,Mexico,2018,2541,13,5224,1151,417,505323
Urban Outfitters,Linen,Most,Denmark,2021,2142,8,4222,613,216,456326
Adidas,Organic_Cotton,Most,Sweden,2019,1331,10,3775,727,227,447237
Forever 21,Polyester,Least,Brazil,2018,5243,20,6630,1169,625,497068
Nike,Recycled_Poly,Moderate,Italy,2019,2738,12,4770,1062,419,511649
Nike,Wool,Most,Sweden,2021,1422,10,3366,714,150,450951
Zara,Wool,Most,Switzerland,2022,1521,12,3981,765,241,424379
Urban Outfitters,Organic_Cotton,Most,Switzerland,2021,2312,11,3644,864,214,409064
Forever 21,Wool,Most,Denmark,2021,1570,11,4457,820,270,456054
Zara,Viscose,Moderate,Mexico,2020,3069,17,5174,1131,365,459072
Urban Outfitters,Wool,Most,Norway,2020,1963,10,4208,757,168,401545
Adidas,Nylon,Least,Brazil,2022,3563,20,20,1022,493,517886
Urban Outfitters,Polyester,Least,Indonesia,2020,4688,21,5875,1141,522,558172
Zara,Organic_Cotton,Most,Finland,2021,1574,12,4548,864,230,488076
Zara,Nylon,Least,Bangladesh,2021,3776,22,6658,1102,548,510139
Adidas,Microfiber,Moderate,France,2020,2284,13,4953,1045,370,500004
Urban Outfitters,Tencel,Most,Finland,2019,2500,8,4366,966,202,445938
Nike,Linen,Most,Sweden,2018,1663,9,3462,841,170,472937
Forever 21,Nylon,Least,Indonesia,2020,5100,21,6715,1241,621,483519
Urban Outfitters,Synthetic_Blend,Least,India,2019,4132,18,6257,1169,500,519142
Adidas,Wool,Most,Finland,2021,1763,10,3851,623,212,447856
Nike,Microfiber,Moderate,France,2022,2533,13,4700,1066,289,444025
Adidas,Synthetic_Blend,Least,Brazil,2018,3376,20,18,1093,403,493192
Adidas,Polyester,Least,Indonesia,2022,3939,18,19,1047,546,540046
Zara,Organic_Cotton,Most,Switzerland,2018,1691,9,3656,824,194,463596
Zara,Microfiber,Moderate,United States,2019,2703,14,5140,1078,400,474856
Adidas,Microfiber,Moderate,Mexico,2022,3128,16,4859,919,374,481270
Forever 21,Polyester,Least,Indonesia,2022,5070,21,6212,1151,563,542690
Zara,Synthetic_Blend,Least,Indonesia,2022,4715,22,6511,1219,563,528387
Nike,Nylon,Least,Indonesia,2020,3467,18,17,911,470,489116
Nike,Cotton,Least,Indonesia,2021,3330,16,19,925,537,494401
Urban Outfitters,Recycled_Poly,Moderate,Italy,2022,2952,16,4537,1093,356,466260
Urban Outfitters,Tencel,Most,Sweden,2018,2413,11,4139,865,174,488097
Urban Outfitters,Polyester,Least,Brazil,2020,3705,21,6035,1192,508,523481
Forever 21,Cotton,Least,Indonesia,2019,4077,22,5796,1172,494,543132
Forever 21,Tencel,Most,Finland,2020,1824,10,4018,816,196,420172
Adidas,Wool,Most,Denmark,2021,1418,9,3471,616,147,416200
Zara,Nylon,Least,Brazil,2021,4404,22,6738,1126,475,520585
Urban Outfitters,Linen,Most,Denmark,2021,1953,12,3706,788,203,475469
Urban Outfitters,Tencel,Most,Denmark,2022,1751,9,4078,786,215,493099
Adidas,Linen,Most,Denmark,2021,1855,8,3893,697,146,494664
Urban Outfitters,Tencel,Most,Finland,2022,2077,9,4329,862,212,451079
Urban Outfitters,Organic_Cotton,Most,Norway,2019,1955,12,4201,822,253,424513
Adidas,Organic_Cotton,Most,Norway,2022,1612,9,3712,757,158,473511
Urban Outfitters,Linen,Most,Norway,2019,1881,12,4163,927,220,452069
Nike,Polyester,Least,Bangladesh,2022,3365,17,19,1095,476,497972
Nike,Polyester,Least,Bangladesh,2018,4459,19,20,945,480,489286
Nike,Linen,Most,Finland,2022,1763,9,3495,715,230,411441
Urban Outfitters,Organic_Cotton,Most,Norway,2018,1511,8,3619,946,262,457870
Urban Outfitters,Polyester,Least,Brazil,2018,4756,19,6529,1051,500,495187
Nike,Synthetic_Blend,Least,India,2022,4320,19,17,905,452,484801
Nike,Wool,Most,Switzerland,2021,1467,10,3391,834,183,463658
Forever 21,Cotton,Least,Indonesia,2018,4666,21,7069,1223,603,520934
Zara,Nylon,Least,China,2022,3916,22,6720,1165,573,501875
Zara,Microfiber,Moderate,Mexico,2022,2980,17,5262,1122,365,471417
Urban Outfitters,Viscose,Moderate,Spain,2019,2848,17,4896,1015,418,503356
Urban Outfitters,Wool,Most,Denmark,2019,2346,9,4426,872,172,422934
Urban Outfitters,Recycled_Poly,Moderate,United States,2020,2795,16,5123,1198,370,500447
Nike,Polyester,Least,China,2020,3406,19,17,1007,538,498037
Nike,Microfiber,Moderate,France,2022,2298,14,4544,919,288,536713
Zara,Microfiber,Moderate,United States,2022,3310,17,4860,1068,444,450846
Nike,Cotton,Least,Bangladesh,2020,3538,20,18,921,528,483813
Forever 21,Tencel,Most,Switzerland,2021,2064,12,4532,937,234,451876
Forever 21,Cotton,Least,Indonesia,2020,4219,21,5758,1194,581,546402
Adidas,Microfiber,Moderate,Spain,2021,2740,13,4610,956,267,488680
Adidas,Recycled_Poly,Moderate,United States,2018,2622,16,5225,963,304,462131
Forever 21,Viscose,Moderate,United States,2020,3463,14,5382,1135,434,461284
Forever 21,Cotton,Least,Brazil,2020,5348,21,6313,1146,477,484259
Nike,Tencel,Most,Denmark,2018,1565,9,3825,737,149,485145
Zara,Organic_Cotton,Most,Denmark,2018,2290,9,3956,998,303,470169
Zara,Linen,Most,Denmark,2019,2369,12,4058,709,206,475696
Forever 21,Polyester,Least,India,2021,4569,23,5706,1239,492,540818
Forever 21,Organic_Cotton,Most,Sweden,2020,2360,11,4552,709,316,491725
Urban Outfitters,Recycled_Poly,Moderate,Spain,2020,2803,14,5031,1171,304,520708
Zara,Synthetic_Blend,Least,Brazil,2020,4903,23,6349,1146,579,535114
Adidas,Organic_Cotton,Most,Norway,2019,1813,10,4065,646,136,442185
Adidas,Cotton,Least,Brazil,2021,4421,17,17,962,401,490476
Zara,Recycled_Poly,Moderate,France,2019,3506,16,4764,1089,428,467558
Adidas,Linen,Most,Switzerland,2020,1454,9,3692,611,182,494509
Nike,Nylon,Least,China,2018,3862,20,16,1093,485,551888
Nike,Organic_Cotton,Most,Finland,2020,1391,10,3752,727,211,438077
Zara,Viscose,Moderate,Mexico,2018,3099,17,5159,1102,322,476752
Nike,Organic_Cotton,Most,Finland,2020,1627,10,3362,700,182,481264
Urban Outfitters,Recycled_Poly,Moderate,France,2021,3391,16,5288,1168,326,454584
Urban Outfitters,Synthetic_Blend,Least,Indonesia,2021,3570,20,6540,1116,556,486598
Urban Outfitters,Organic_Cotton,Most,Sweden,2021,1757,11,4101,749,178,473191
Zara,Tencel,Most,Switzerland,2020,1851,10,4483,721,298,477871
Adidas,Polyester,Least,China,2022,3856,17,17,1011,550,496358
Urban Outfitters,Cotton,Least,India,2018,3973,20,5835,1199,536,535852
Zara,Synthetic_Blend,Least,India,2020,4514,21,6535,1119,566,513803
Adidas,Recycled_Poly,Moderate,United States,2021,2298,13,5113,921,275,460442
Nike,Cotton,Least,China,2022,3976,18,16,905,415,492933
Nike,Wool,Most,Norway,2019,1412,8,3815,793,194,463811
Nike,Organic_Cotton,Most,Switzerland,2018,1457,9,4052,839,221,432661
Adidas,Synthetic_Blend,Least,China,2019,4377,16,20,925,553,552765
Urban Outfitters,Recycled_Poly,Moderate,Italy,2022,2639,15,5249,1142,433,536491
Zara,Synthetic_Blend,Least,India,2020,5198,23,5794,1256,572,504067
Nike,Cotton,Least,Bangladesh,2021,4229,18,19,1094,474,537422
Adidas,Wool,Most,Switzerland,2022,1770,9,3519,808,180,456984
Nike,Polyester,Least,India,2021,3933,17,16,930,474,528326
Adidas,Microfiber,Moderate,United States,2020,3171,14,4620,1038,301,478930
Urban Outfitters,Recycled_Poly,Moderate,Spain,2022,2767,13,5301,1174,301,499612
Forever 21,Recycled_Poly,Moderate,Spain,2019,3318,16,5075,1076,357,482379
Urban Outfitters,Cotton,Least,India,2021,4274,20,6991,1164,494,498057
Adidas,Viscose,Moderate,France,2022,2536,12,4946,994,417,479409
Nike,Viscose,Moderate,Mexico,2022,2431,12,5065,953,398,495794
Nike,Organic_Cotton,Most,Denmark,2018,1606,10,4055,892,206,449107
Urban Outfitters,Tencel,Most,Norway,2019,2023,9,3951,874,295,450488
Nike,Polyester,Least,Indonesia,2019,3254,17,16,1051,424,485555
Zara,Cotton,Least,Indonesia,2018,4055,23,6846,1166,485,534434
Nike,Microfiber,Moderate,France,2021,3128,15,5290,1009,383,480937
Adidas,Microfiber,Moderate,Mexico,2022,2238,12,5223,1007,310,486237
Adidas,Linen,Most,Sweden,2019,1688,9,3551,896,151,456698
Adidas,Cotton,Least,Bangladesh,2020,4133,16,16,968,552,524835
Adidas,Polyester,Least,India,2018,3629,20,18,972,443,520298
Forever 21,Cotton,Least,Indonesia,2018,3637,19,6672,1235,516,558117
Urban Outfitters,Cotton,Least,Bangladesh,2021,3621,20,6830,1179,487,493566
Zara,Wool,Most,Switzerland,2021,2436,10,4253,810,222,401452
Forever 21,Synthetic_Blend,Least,Brazil,2021,5031,21,6547,1296,495,527371
Nike,Recycled_Poly,Moderate,France,2018,3117,12,5258,1043,332,455845
Urban Outfitters,Nylon,Least,India,2021,3543,19,6309,1138,543,557280
Forever 21,Viscose,Moderate,United States,2020,3146,14,5420,1237,465,494762
Nike,Nylon,Least,China,2018,4487,16,18,926,468,486605
Nike,Organic_Cotton,Most,Finland,2021,1952,9,3572,632,147,452628
Urban Outfitters,Nylon,Least,Indonesia,2022,4677,23,5730,1049,472,503696
Urban Outfitters,Linen,Most,Sweden,2018,1931,11,4396,808,258,460231
Adidas,Viscose,Moderate,Mexico,2020,2302,12,5098,978,403,537183
Urban Outfitters,Tencel,Most,Norway,2019,2055,10,4386,856,179,483729
Zara,Cotton,Least,Brazil,2022,4012,23,6648,1298,491,549951
Adidas,Wool,Most,Norway,2020,1413,8,3488,763,155,453140
Adidas,Linen,Most,Norway,2021,1812,8,3497,719,164,404448
Zara,Linen,Most,Switzerland,2021,1630,10,4686,1014,259,407580
Nike,Recycled_Poly,Moderate,Spain,2020,2519,16,5242,1029,334,499594
Urban Outfitters,Cotton,Least,China,2021,3657,19,6723,1196,596,551487
Urban Outfitters,Tencel,Most,Denmark,2022,1894,9,4130,876,270,410285
Urban Outfitters,Tencel,Most,Norway,2022,2464,11,3828,602,297,491133
Urban Outfitters,Wool,Most,Switzerland,2022,1908,9,3833,815,210,479046
Nike,Viscose,Moderate,France,2019,2942,12,4883,988,346,494938
Zara,Microfiber,Moderate,Spain,2020,3114,14,5073,1074,437,537894
Urban Outfitters,Wool,Most,Denmark,2019,1967,12,3674,603,268,425443
Forever 21,Recycled_Poly,Moderate,France,2020,3030,15,5525,1060,423,502877
Forever 21,Nylon,Least,Brazil,2021,5367,23,5786,1238,560,544565
Urban Outfitters,Tencel,Most,Norway,2022,2311,8,3915,877,296,428695
Urban Outfitters,Viscose,Moderate,France,2022,3443,15,4900,1029,419,494612
Zara,Nylon,Least,China,2020,5389,19,6156,1147,546,512802
Forever 21,Viscose,Moderate,Italy,2022,3402,14,5250,1219,428,456552
Nike,Microfiber,Moderate,Italy,2019,2698,13,4945,983,295,441010
Urban Outfitters,Organic_Cotton,Most,Norway,2020,2321,9,3864,613,228,441305
Urban Outfitters,Viscose,Moderate,Italy,2020,2965,13,5083,1019,415,536967
Zara,Viscose,Moderate,United States,2019,3035,17,5461,1144,320,535844
Zara,Cotton,Least,Indonesia,2018,4301,21,6259,1201,581,504042
Adidas,Nylon,Least,Bangladesh,2021,4182,17,19,987,510,497508
Urban Outfitters,Viscose,Moderate,Spain,2022,2506,16,4705,1034,301,479110
Nike,Viscose,Moderate,Italy,2018,2455,13,4969,1030,376,493003
Nike,Organic_Cotton,Most,Norway,2022,1628,9,3511,830,225,439679
Adidas,Wool,Most,Norway,2022,1924,10,3316,623,134,456649
Forever 21,Wool,Most,Denmark,2019,1893,9,3701,715,185,461871
Nike,Nylon,Least,Bangladesh,2022,3968,19,16,947,525,531901
Urban Outfitters,Microfiber,Moderate,Mexico,2019,2695,17,4808,1059,359,538006
Zara,Tencel,Most,Switzerland,2021,1637,11,3618,1021,262,425183
Forever 21,Synthetic_Blend,Least,Indonesia,2020,4172,19,5761,1179,600,500046
Forever 21,Cotton,Least,India,2018,4409,22,6487,1227,604,528423
Forever 21,Polyester,Least,Brazil,2022,4795,23,6184,1266,554,537987
Adidas,Wool,Most,Finland,2020,1560,9,3942,682,218,437489
Adidas,Organic_Cotton,Most,Sweden,2018,1561,9,3538,634,173,407544
Adidas,Viscose,Moderate,Italy,2021,2223,15,4976,918,281,505693
Zara,Linen,Most,Denmark,2019,2178,10,4191,745,304,408684
Adidas,Wool,Most,Switzerland,2019,1307,8,3783,760,210,403900
Zara,Microfiber,Moderate,Mexico,2019,2726,15,4926,1208,421,518380
Zara,Tencel,Most,Switzerland,2018,1530,11,4332,1012,189,449330
Nike,Recycled_Poly,Moderate,Spain,2018,3120,14,4568,912,337,529388
Forever 21,Synthetic_Blend,Least,Indonesia,2021,5162,20,6688,1239,470,543247
Forever 21,Microfiber,Moderate,Italy,2018,3081,16,5154,1211,429,478627
Nike,Nylon,Least,India,2020,3511,18,17,1029,445,545495
Zara,Cotton,Least,China,2021,3933,22,5890,1284,523,500894
Nike,Nylon,Least,Bangladesh,2022,3992,16,19,936,457,517124
Zara,Polyester,Least,India,2019,4069,22,6962,1255,486,555241
Forever 21,Viscose,Moderate,France,2019,3537,14,5132,1053,394,449919
Urban Outfitters,Viscose,Moderate,United States,2021,3018,15,5214,1122,328,501033
Forever 21,Microfiber,Moderate,Mexico,2018,3408,16,5538,1119,424,478785
Adidas,Viscose,Moderate,Mexico,2018,2575,12,4309,904,408,538585
Adidas,Synthetic_Blend,Least,Brazil,2018,3483,19,18,947,495,488835
Nike,Microfiber,Moderate,Spain,2019,2958,15,4527,1062,382,467470
Adidas,Cotton,Least,Bangladesh,2020,4146,19,18,986,483,513601
Urban Outfitters,Microfiber,Moderate,France,2022,3007,14,4560,1194,385,448941
Nike,Recycled_Poly,Moderate,Mexico,2020,2236,16,4319,1011,338,454982
Nike,Organic_Cotton,Most,Norway,2018,1824,10,3334,708,136,432669
Nike,Recycled_Poly,Moderate,United States,2022,3012,13,5070,945,358,448729
Adidas,Viscose,Moderate,Mexico,2021,2713,14,5255,1007,297,512369
Zara,Linen,Most,Sweden,2021,2141,11,3601,892,183,426986
Forever 21,Cotton,Least,Indonesia,2018,5238,20,6097,1127,599,526778
Urban Outfitters,Cotton,Least,India,2020,3981,21,6255,1150,519,534028
Urban Outfitters,Linen,Most,Sweden,2022,2154,8,3792,903,232,467406
Urban Outfitters,Wool,Most,Norway,2018,1954,10,4330,680,267,450618
Zara,Nylon,Least,Indonesia,2018,4892,21,6697,1216,584,499717
Nike,Microfiber,Moderate,Italy,2021,3148,13,4371,1064,360,515845
Nike,Nylon,Least,Brazil,2022,3753,20,16,1031,464,545815
Urban Outfitters,Linen,Most,Denmark,2020,2281,9,4081,990,277,490320
Nike,Viscose,Moderate,Mexico,2021,2403,13,4876,937,290,502803
Nike,Microfiber,Moderate,Italy,2021,2236,15,4330,947,395,534802
Nike,Recycled_Poly,Moderate,United States,2022,2439,15,4400,995,420,494523
Adidas,Organic_Cotton,Most,Sweden,2021,1711,8,4097,625,171,426370
Zara,Wool,Most,Sweden,2019,1678,10,3885,771,249,499813
Nike,Tencel,Most,Finland,2018,1346,8,4091,775,170,497712
Adidas,Microfiber,Moderate,Italy,2022,3035,14,5030,1030,265,447919
Adidas,Polyester,Least,Brazil,2018,4500,18,16,1096,451,533816
Forever 21,Viscose,Moderate,Mexico,2021,3114,15,5665,1062,429,443611
Zara,Synthetic_Blend,Least,India,2022,3837,21,6482,1144,556,486907
Nike,Tencel,Most,Sweden,2021,1931,10,3331,770,221,417516
Urban Outfitters,Recycled_Poly,Moderate,Mexico,2018,3384,13,5409,1098,431,519395
Nike,Cotton,Least,Brazil,2022,4280,17,19,924,462,511367
Adidas,Cotton,Least,China,2018,3249,16,17,1017,436,544848
Urban Outfitters,Nylon,Least,India,2021,4165,23,6842,1070,550,506336
Nike,Synthetic_Blend,Least,Bangladesh,2020,3401,17,19,929,443,554607
Urban Outfitters,Recycled_Poly,Moderate,France,2021,2649,16,4893,1010,370,452907
Forever 21,Viscose,Moderate,Mexico,2022,3378,17,5582,1057,376,516321
Forever 21,Synthetic_Blend,Least,India,2020,4368,23,6569,1186,606,553684
Adidas,Viscose,Moderate,Mexico,2020,2976,13,4341,990,294,447124
Adidas,Linen,Most,Finland,2021,1457,8,3994,737,130,476771
Nike,Recycled_Poly,Moderate,Mexico,2018,2642,12,5231,916,298,508065
Forever 21,Linen,Most,Sweden,2020,2189,9,3994,841,244,445287
Adidas,Wool,Most,Sweden,2019,1460,10,3765,669,164,492109
Forever 21,Synthetic_Blend,Least,China,2018,3826,22,6719,1179,608,480476
Adidas,Cotton,Least,Bangladesh,2020,3404,18,18,911,450,554494
Urban Outfitters,Organic_Cotton,Most,Denmark,2019,1858,9,4373,701,166,401828
Urban Outfitters,Microfiber,Moderate,Mexico,2018,3119,17,5074,1059,439,468011
Zara,Nylon,Least,Indonesia,2018,5212,23,6119,1255,598,483208
Urban Outfitters,Nylon,Least,India,2018,4540,22,6659,1107,488,553142
Forever 21,Nylon,Least,Bangladesh,2020,4287,23,7027,1288,567,507877
Urban Outfitters,Nylon,Least,Bangladesh,2020,4083,19,6677,1155,554,508650
Urban Outfitters,Tencel,Most,Denmark,2021,2182,11,3691,985,182,460280
Urban Outfitters,Microfiber,Moderate,United States,2021,2505,15,5055,1042,306,509938
Nike,Microfiber,Moderate,Spain,2020,2216,12,4430,930,313,507102
Nike,Recycled_Poly,Moderate,Mexico,2019,2269,14,4803,996,370,537800
Urban Outfitters,Microfiber,Moderate,United States,2020,3239,17,4871,1057,384,496498
Forever 21,Tencel,Most,Finland,2021,1697,9,3640,827,224,424750
Zara,Cotton,Least,India,2018,4244,23,5834,1199,544,495568
Urban Outfitters,Cotton,Least,Bangladesh,2019,4550,20,6501,1183,534,499478
Nike,Recycled_Poly,Moderate,United States,2020,2531,13,5257,947,329,492045
Adidas,Organic_Cotton,Most,Switzerland,2022,1984,9,3988,857,204,423069
Adidas,Cotton,Least,Indonesia,2022,3531,16,18,1067,507,492017
Urban Outfitters,Microfiber,Moderate,Spain,2020,2967,13,5099,1040,372,492670
Adidas,Organic_Cotton,Most,Sweden,2018,1325,10,3362,759,135,446554
Nike,Cotton,Least,China,2020,3493,19,18,931,561,556945
Forever 21,Tencel,Most,Switzerland,2022,2128,10,4175,769,300,457980
Forever 21,Organic_Cotton,Most,Denmark,2020,1651,11,3664,814,300,438707
Adidas,Tencel,Most,Norway,2021,1733,10,3937,760,190,433499
Urban Outfitters,Organic_Cotton,Most,Sweden,2022,1634,9,4170,663,178,424473
Adidas,Synthetic_Blend,Least,India,2022,4095,17,17,946,498,500950
Zara,Synthetic_Blend,Least,Bangladesh,2021,4557,22,6828,1296,596,502207
Nike,Recycled_Poly,Moderate,Italy,2018,2438,15,4627,918,372,519554
Forever 21,Nylon,Least,Indonesia,2019,5202,19,6224,1133,474,554027
Nike,Nylon,Least,Brazil,2018,3745,17,19,1069,532,490389
Nike,Wool,Most,Finland,2020,1359,8,3772,889,158,466071
Adidas,Polyester,Least,China,2019,4221,16,18,1075,423,481111
Forever 21,Nylon,Least,Bangladesh,2018,5015,20,7029,1238,568,549923
Nike,Organic_Cotton,Most,Switzerland,2021,1533,9,3726,819,169,442777
Nike,Nylon,Least,Bangladesh,2022,4367,17,16,1031,432,541864
Nike,Organic_Cotton,Most,Norway,2019,1827,8,3754,608,161,475990
Zara,Polyester,Least,India,2021,4675,20,6952,1297,487,520393
Zara,Polyester,Least,China,2018,4635,21,6225,1298,493,545912
Urban Outfitters,Tencel,Most,Sweden,2019,2111,11,4251,874,183,402119
Urban Outfitters,Organic_Cotton,Most,Denmark,2021,1660,8,3595,829,156,465416
Adidas,Polyester,Least,India,2022,3706,20,17,1071,462,484858
Zara,Polyester,Least,Bangladesh,2020,3978,19,6081,1154,492,528418
Nike,Linen,Most,Norway,2019,1753,10,3553,630,204,421252
Adidas,Polyester,Least,Bangladesh,2018,4024,19,19,944,473,542204
Adidas,Synthetic_Blend,Least,Indonesia,2019,4296,16,16,1090,427,487730
Nike,Organic_Cotton,Most,Switzerland,2019,1428,8,4028,834,158,410479
Adidas,Wool,Most,Norway,2022,1560,8,4020,638,215,404351
Forever 21,Polyester,Least,Bangladesh,2019,5252,23,6195,1237,558,515111
Nike,Linen,Most,Denmark,2020,1654,10,3404,779,132,482927
Forever 21,Polyester,Least,India,2020,3915,23,6713,1219,581,499791
Nike,Microfiber,Moderate,France,2021,3033,15,4376,953,381,473799
Nike,Microfiber,Moderate,Spain,2019,2803,13,5146,939,357,528567
Forever 21,Linen,Most,Norway,2021,2106,11,4598,962,181,404912
Zara,Cotton,Least,China,2021,3928,19,6269,1168,530,486879
Zara,Nylon,Least,China,2018,5005,19,6138,1280,504,498581
Nike,Wool,Most,Denmark,2021,1689,8,3549,843,192,425062
Nike,Nylon,Least,India,2020,3319,16,20,1089,467,509685
Nike,Synthetic_Blend,Least,Bangladesh,2018,4225,20,16,1075,580,539049
Nike,Cotton,Least,Bangladesh,2020,3859,16,17,1095,505,541306
Zara,Microfiber,Moderate,Italy,2021,2764,17,5643,1221,454,499193
Adidas,Wool,Most,Sweden,2021,1643,10,3383,778,156,485150
Forever 21,Microfiber,Moderate,Spain,2022,3405,17,4775,1157,388,478583
Forever 21,Recycled_Poly,Moderate,France,2020,3338,14,4797,1144,401,477181
Zara,Nylon,Least,Brazil,2022,4706,21,6033,1225,568,519065
Urban Outfitters,Tencel,Most,Switzerland,2022,2094,8,3880,746,266,418583
Urban Outfitters,Linen,Most,Switzerland,2021,2217,11,3899,706,231,460983
Nike,Tencel,Most,Sweden,2019,1438,10,3380,681,220,487818
Forever 21,Linen,Most,Sweden,2020,2206,12,4374,706,215,404972
Zara,Linen,Most,Switzerland,2020,2407,11,3870,809,311,483881
Forever 21,Linen,Most,Denmark,2020,2335,11,4690,771,246,456569
Nike,Tencel,Most,Switzerland,2021,1649,10,4022,803,202,493042
Zara,Viscose,Moderate,United States,2022,3271,16,5486,1203,369,498833
Forever 21,Microfiber,Moderate,Italy,2020,3560,14,5667,1067,372,447205
Urban Outfitters,Synthetic_Blend,Least,China,2018,4274,21,5827,1126,466,504682
Zara,Polyester,Least,Brazil,2022,4262,20,7000,1261,595,558078
